Relative Compactness,Surface Area,Wall Area,Roof Area,Overall Height,Orientation,Glazing Area,Glazing Area Distribution,Heating Load,Cooling Load
0.9,563.5,318.5,122.5,7.0,4.0,0.25,3.0,32.68,32.83
0.98,514.5,294.0,110.25,7.0,4.0,0.1,3.0,24.11,25.84
0.64,784.0,343.0,220.5,3.5,2.0,0.1,2.0,15.41,19.23
0.66,759.5,318.5,220.5,3.5,2.0,0.25,3.0,12.97,15.53
0.64,784.0,343.0,220.5,3.5,2.0,0.25,1.0,17.5,21.13
0.74,686.0,245.0,220.5,3.5,2.0,0.1,1.0,10.36,13.43
0.82,612.5,318.5,147.0,7.0,4.0,0.1,2.0,23.67,24.8
0.82,612.5,318.5,147.0,7.0,4.0,0.1,5.0,22.89,28.88
0.76,661.5,416.5,122.5,7.0,5.0,0.1,4.0,32.31,34.05
0.71,710.5,269.5,220.5,3.5,5.0,0.4,1.0,14.58,17.47
0.79,637.0,343.0,147.0,7.0,5.0,0.1,1.0,35.94,43.33
0.79,637.0,343.0,147.0,7.0,2.0,0.1,2.0,35.65,41.07
0.79,637.0,343.0,147.0,7.0,4.0,0.1,1.0,36.9,34.43
0.74,686.0,245.0,220.5,3.5,4.0,0.1,1.0,10.36,13.48
0.79,637.0,343.0,147.0,7.0,3.0,0.1,1.0,37.12,35.28
0.69,735.0,294.0,220.5,3.5,5.0,0.1,3.0,11.14,14.4
0.62,808.5,367.5,220.5,3.5,2.0,0.1,4.0,12.85,14.37
0.66,759.5,318.5,220.5,3.5,3.0,0.4,3.0,15.18,17.63
0.69,735.0,294.0,220.5,3.5,3.0,0.0,0.0,6.79,12.05
0.69,735.0,294.0,220.5,3.5,3.0,0.1,5.0,11.14,14.28
0.82,612.5,318.5,147.0,7.0,3.0,0.4,3.0,29.67,30.65
0.9,563.5,318.5,122.5,7.0,5.0,0.25,1.0,32.0,37.58
0.71,710.5,269.5,220.5,3.5,4.0,0.25,4.0,12.17,15.2
0.86,588.0,294.0,147.0,7.0,5.0,0.1,3.0,26.46,27.4
0.66,759.5,318.5,220.5,3.5,2.0,0.1,5.0,11.38,14.54
0.62,808.5,367.5,220.5,3.5,2.0,0.25,3.0,13.91,14.89
0.79,637.0,343.0,147.0,7.0,3.0,0.1,2.0,37.26,34.62
0.76,661.5,416.5,122.5,7.0,3.0,0.1,5.0,33.21,34.35
0.76,661.5,416.5,122.5,7.0,2.0,0.1,3.0,32.52,33.85
0.79,637.0,343.0,147.0,7.0,3.0,0.0,0.0,29.9,31.27
0.71,710.5,269.5,220.5,3.5,2.0,0.1,4.0,10.66,13.67
0.98,514.5,294.0,110.25,7.0,2.0,0.25,4.0,28.7,29.61
0.82,612.5,318.5,147.0,7.0,5.0,0.1,1.0,22.58,28.51
0.62,808.5,367.5,220.5,3.5,5.0,0.0,0.0,8.5,12.04
0.86,588.0,294.0,147.0,7.0,3.0,0.1,3.0,26.47,31.01
0.76,661.5,416.5,122.5,7.0,4.0,0.25,2.0,36.86,37.28
0.71,710.5,269.5,220.5,3.5,5.0,0.4,4.0,14.66,17.74
0.69,735.0,294.0,220.5,3.5,3.0,0.4,3.0,14.56,15.84
0.98,514.5,294.0,110.25,7.0,4.0,0.1,4.0,24.04,26.18
0.82,612.5,318.5,147.0,7.0,2.0,0.25,1.0,26.84,30.17
0.76,661.5,416.5,122.5,7.0,3.0,0.4,4.0,40.4,39.67
